text,category,urgency,department,cost_kzt,resolution_days,location_district,language
"туркестан көшесінде аурухана маңында бағдаршам істемейді, ешкім әрекет етпейді. бұл қауіпті",other,high,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",32000,7,Сарыаркинский,kk
"On Жанибека и Керея street near the hospital the traffic light at the crossing is broken, it's been like this for a while. fix it when possible",other,low,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",36000,8,Алматинский,en
"В Саррыаркинский районе стая собак возле школы, страшно за детей, когда будет возможность, посмотрите",stray_animals,low,Управление ветеринарии / отлов безнадзорных животных,40000,9,Сарыаркинский,ru
"В Алматтинский районе возле детского сада «Балапан» прорвало трубу, вода хлещет, никто не реагирует. требуется немедленно вмешатьяс",water_sewage,critical,ГКП «Астана су арнасы» (Водоканал),304000,1,Алматинский,ru
"Сейфуллина көшесінде балалар алаңы маңында тротуар мұзға айналды, адамдар құлап жатыр, балаларға қауіпті",snow_ice,critical,Управление благоустройства / Дорожный комитет (очистка снега и наледи),105000,0,Есильский,kk
"на улице хусейна бижанова возле детской площадки несколько большая яма на дороге, сколько можно терпет.ь уже произошлла авария",pothole,critical,Управление пассажирского транспорта и автодорог (Дорожный комитет),613000,7,Сарыаркинский,ru
"В Нуринский районе пожар в квартире на 45 этаже, уже писали в e-Otinish. прошу обратить внимание",fire,medium,ДЧС г. Астаны — Пожарная служба (101),2250000,2,Нуринский,ru
"алматинский ауданында базар маңында көшеде адамды тонап, телефонын алып қашты, назар аударыңыздар",crime,medium,Департамент полиции г. Астаны (102),34000,14,Алматинский,kk
"На улице Кошкарбаева возле рынка «Артём» нет дорожного знака, водители путаются, это безобразие",other,low,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",51000,12,Байконырский,ru
"тлендиева көшесінде қар 53 күн тазаланбайды, өтуге болмайды, қашанға дейін шыдау керек. жағдай ауыр, шұғыл шешу керек",snow_ice,high,Управление благоустройства / Дорожный комитет (очистка снега и наледи),191000,1,Нуринский,kk
"В Есильский районе возле рынка «Артём» постоянные перебои с электричеством, видео есть",power_outage,high,АО «Астанаэнергосбыт» / городские электросети (АРЭК),609000,1,Есильский,ru
"На улице Акжол постоянный шум от автомойки, это безобразие",noise,medium,Департамент полиции г. Астаны,3000,1,Байконырский,ru
"Мангилик Ел көшесінде балабақша маңында ортақ жерде заңсыз нысан салынуда, төтенше жағдай",illegal_construction,critical,Управление архитектуры и градостроительства (ГАСК),1101000,14,Есильский,kk
"На ул. Акжол возле родда в квартире сильно пахнет газом, так уже давно. сроочно, есть угроза для жизни",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,471000,0,Нуринский,ru
"On Абая street an aggressive dog bit a passer-by, please pay attention Apparently nobody cares.",stray_animals,medium,Управление ветеринарии / отлов безнадзорных животных,37000,6,Байконырский,en
"in есильский district illegal building on public land, it causes inconvenience",illegal_construction,medium,Управление архитектуры и градостроительства (ГАСК),2400000,36,Есильский,en
"На улице Достык постоянный шум от автомойки, акимат бездействует",noise,medium,Департамент полиции г. Астаны,2000,1,Нуринский,ru
"кенесары кшесінде қар 15 күн тазаланбайды, өтуге болмайды, тұрғындар шағымдануда. тұрғындарға қатер бар",snow_ice,high,Управление благоустройства / Дорожный комитет (очистка снега и наледи),16000,0,Сарыаркинский,kk
"на улице акжол возле городской больницыы в квартире сильно пахнет газом, обращались уже не раз. может случиться пожар",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,270000,1,Сарыаркинский,ru
"In Есильский distriict near the school #25 no heating in the building, it's cold inside, this is outrageous. this is very dangerous",heating_utilities,critical,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,1799000,9,Есильский,en
"On Туран street a building is on fire, several smoke, people in danger, emergency situation",fire,critical,ДЧС г. Астаны — Пожарная служба (101),2500000,1,Нуринский,en
"На улице Алихана ББокейхана возле перекрёстка лифт сломан, пожилым тяжело подниматься, обращались уже не раз Спасибо, что как всегда ничего не делается.",elevator,low,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),98000,5,Алматинский,ru
"Сарайшык көшесінде №25 мектеп маңында лифтте қалып қойдық, назар аударыңыздар",elevator,medium,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),182000,6,Байконырский,kk
"On Алихана Бокейхана street a car caught fire, the flames are spreading, needs immediate action",fire,critical,ДЧС г. Астаны — Пожарная служба (101),1398000,1,Сарыаркинский,en
"в байконырский р-не мотоциклист попал в аварию, нужна помощь, нужно срочно",traffic_accident,high,Департамент полиции (ДПС) + Скорая помощь 103,103000,1,Байконырский,ru
"на ул. жанибека и керея незаконно строят объект на земле общего пользования, опасно для детей",illegal_construction,critical,Управление архитектуры и градостроительства (ГАСК),1708000,24,Байконырский,ru
"На улице Орынбор возле ТЦ «Хан Шатыр» незаконно строят объект на земле общего пользования, прошу обратить внимание",illegal_construction,medium,Управление архитектуры и градостроительства (ГАСК),888000,57,Алматинский,ru
"In Байконырский district near the hospital a building is on fire, smoke, people in danger, a real threat to residents",fire,high,ДЧС г. Астаны — Пожарная служба (101),1095000,1,Байконырский,en
"Сарыарка көшесінде балалар алаңы маңында ағаштар кесілмеген, көгал өсіп кеткен. назар аударыңыздар",park_landscaping,medium,Управление благоустройства и озеленения,556000,11,Алматинский,kk
"На улице Тлендиева человеку плохо, без сознания, срочно нужна скорая, требуется немедленно вмешаться",medical_emergency,critical,Станция скорой медицинской помощи (103),19000,0,Байконырский,ru
"В Есильский районе лопнула труба, вода заливает подвал, требуется немедленно вмешаться",water_sewage,critical,ГКП «Астана су арнасы» (Водоканал),887000,2,Есильский,ru
"On Сарайшык street near the market sewage flooded the yard, photo attached. it causes inconvenience Apparently nobody cares.",water_sewage,medium,ГКП «Астана су арнасы» (Водоканал),376000,3,Алматинский,en
"Маршрут №62 На ул. Жанибека и Керея возле перекрёстка отменили, людям не доехать. когда будет возможность, посмотрите",public_transport,low,Управление пассажирского транспорта,39000,18,Нуринский,ru
"В Алматинский районе возводят здание вплотную к домам, нарушены нормы. хотелось бы решить этот вопрос",illegal_construction,medium,Управление архитектуры и градостроительства (ГАСК),1014000,22,Алматинский,ru
"На перекрёстке На улице Богенбай батыра произшло ДТП, взеде вдоль дороги машины столкнулись, звонили в 109, без толку. нужно срочно",traffic_accident,high,Департамент полиции (ДПС) + Скорая помощь 103,395000,0,Алматинский,ru
"On Жубанова street near the hospital the elevator hasn't worked for 64 days, the whole yard suffers. not urgent but annoying",elevator,low,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),124000,2,Сарыаркинский,en
"В Нуринский раоне возле детской площадки машину припарковали на тротуаре, не пройти с коляской, целый двор страдает. доставляет неудобства Видимо, это никому не нужно.",parking_violation,medium,Местная полицейская служба / служба эвакуации,5000,1,Нуринский,ru
"На улице Республики возле ЖД вокзала стая собак возле школы, страшно за детей, это уже опасно",stray_animals,high,Управление ветеринарии / отлов безнадзорных животных,25000,5,Байконырский,ru
"in есильский district the whole bulding lost power, eevrywhere. this is already dangerous",power_outage,high,АО «Астанаэнергосбыт» / городские электросети (АРЭК),565000,2,Есильский,en
"Broken road In Сарыаркинский district, in one spot potholes damaging cars. the situation is serious, please fix urgently",pothole,high,Управление пассажирского транспорта и автодорог (Дорожный комитет),211000,5,Сарыаркинский,en
"Сарайшык көшесінде мүгедектерге арналған пандус жоқ, 109-ға қоңырау шалдық, нәтиже жоқ",other,high,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",28000,5,Байконырский,kk
"in нуринский distrcit no heating in the builing, it's cold inside, we called 109, no result. a real threat to residents",heating_utilities,high,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,333000,4,Нуринский,en
"broken road in есильский distriict, ptholes damaging cars. a minor issue, but still",pothole,low,Управление пассажирского транспорта и автодорог (Дорожный комитет),174000,11,Есильский,en
"на улице жубанова бегают бездомные собаки,, кидаются на людей, это безобразие. прошу обратить внимание",stray_animals,medium,Управление ветеринарии / отлов безнадзорных животных,15000,7,Алматинский,ru
"Уже месяц В Есильский районе огромная выбоина, жителям некомфортно Спасибо, что как всегда ничего не делается.",pothole,medium,Управление пассажирского транспорта и автодорог (Дорожный комитет),262000,5,Есильский,ru
"in есильский district a shooting near the club, someone is injured, the situation is serious, please fix urgently",crime,high,Департамент полиции г. Астаны (102),117000,15,Есильский,en
"In Байконырский district near the market an aggressive dog bit a passer-by, not urgent but annoying",stray_animals,low,Управление ветеринарии / отлов безнадзорных животных,87000,12,Байконырский,en
"На улице Е10 нет электричества уже 59 чаов, целый двор страдает. угроза для жителей",power_outage,high,АО «Астанаэнергосбыт» / городские электросети (АРЭК),571000,1,Алматинский,ru
"Сарыаркинский ауданында үйде жылу жоқ, пәтер суық, өтінемін қарастырыңыз. бұл қауіпті",heating_utilities,high,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,397000,7,Сарыаркинский,kk
"Bus #91 On Жанибека и Керея street near the market doesn't follow the schedule, the whole yard suffers. people are in danger",public_transport,critical,Управление пассажирского транспорта,287000,5,Сарыаркинский,en
"on сейфуллина street in one spot cars parked on the lawn, it causes inconvenience",parking_violation,medium,Местная полицейская служба / служба эвакуации,13000,1,Сарыаркинский,en
"В Байконырский районе возле роддома авария на теплотрассе, домов без тепла. требуется немедленно вмешаться",heating_utilities,critical,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,720000,5,Байконырский,ru
"On Иманова street no electricity for 72 hours, photo attached. please pay attention Apparently nobody cares.",power_outage,medium,АО «Астанаэнергосбыт» / городские электросети (АРЭК),68000,1,Нуринский,en
"В Алматинский районе горит зание, в одном месте дыма, люди в опасности, доставляет неудобства",fire,medium,ДЧС г. Астаны — Пожарная служба (101),1350000,3,Алматинский,ru
"на улице мангилик ел возле перекрёстка повсюду мусор не вывозят, звонили в 109, без толку. когда будет возможность, посмотрите",garbage,low,Управление благоустройства г. Астаны (Тазалық),77000,7,Алматинский,ru
"on акжол street near the bus stop the rtaffic light at the crossing is broken, please hhelp. not urgent but annoying",other,low,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",118000,9,Есильский,en
"переполненные баки на улице сауран, ужасный запах. нужно срочно",garbage,high,Управление благоустройства г. Астаны (Тазалық),66000,3,Нуринский,ru
"On еКнесары street near thhe market the gas pipe is damaged, gas is leaking, dangerous for children",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,56000,0,Байконырский,en
"Нуринский ауданында саябақта орындықтар сынған, бүкіл аула зардап шегуде. мүмкіндік болса қараңыздар",park_landscaping,low,Управление благоустройства и озеленения,152000,36,Нуринский,kk
"На ул. Туркестан несколько машины стоят на газоне, хотелось бы решить этот вопрос Ну конечно, всем всё равно.",parking_violation,medium,Местная полицейская служба / служба эвакуации,12000,1,Алматинский,ru
"Overflowing bins On Динмухамеда Кунаева street, terrible smell. it causes inconvenience",garbage,medium,Управление благоустройства г. Астаны (Тазалық),43000,3,Байконырский,en
"In Есильский district near the hospital a water pipe burst, repeatedly water is flooding. not urgent but annoying",water_sewage,low,ГКП «Астана су арнасы» (Водоканал),481000,4,Есильский,en
"байконырский ауданында пәтерде газ иісі күшті, ешкім әрекет етпейді. өмірге қауіп бар, шұғыл",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,57000,0,Байконырский,kk
"In ААлматинский district near the playground cars parked on the lawn, not urgent but annoying",parking_violation,low,Местная полицейская служба / служба эвакуации,6000,1,Алматинский,en
"In Алматинский district near the bus stop hot water cut off for 88 days, residents are uncomfortable Apparently nobody cares.",heating_utilities,medium,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,307000,4,Алматинский,en
"нуринский ауданында емхана маңында ғимарат өртеніп жатыр, адамдар қауіпте, бұл қауіпті",fire,high,ДЧС г. Астаны — Пожарная служба (101),2312000,1,Нуринский,kk
"In Алматинский district near the hospital a woman has chest pain, send an abulance, please take action. an accident already happened",medical_emergency,critical,Станция скорой медицинской помощи (103),7000,0,Алматинский,en
"на улице акжол возле перекрёстка остановка в плохом состоянии, навеса нет, хотелос ьбы решить этот вопрос",public_transport,medium,Управление пассажирского транспорта,83000,12,Байконырский,ru
"On Достык street a person collapsed, unconscious, need an ambulance now, an accident already happened",medical_emergency,critical,Станция скорой медицинской помощи (103),9000,1,Есильский,en
"Маршрут №84 На улице Абая отменили, людям не доехать. угроза для жителей",public_transport,high,Управление пассажирского транспорта,61000,12,Нуринский,ru
"На улице Е10 в одном месте фонарей не горят уже неделю, целый двор страдает",streetlight,high,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,48000,2,Нуринский,ru
"Акжол көшесінде пәтерде газ иісі күшті, көптен ері осылай. бұл өте қауіпті",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,185000,0,Есильский,kk
On Туран street the whole building lost power. ifx it when possible,power_outage,low,АО «Астанаэнергосбыт» / городские электросети (АРЭК),105000,1,Байконырский,en
"Бейбитшилик көшесінде су құбыры жарылды, су ағып жатыр. апат болды",water_sewage,critical,ГКП «Астана су арнасы» (Водоканал),628000,1,Алматинский,kk
"Сарайшык көшесінде аурухана маңында қаңғыбас иттер жүр, үнемі қайталанады, адамдарға тап беруде, суреті бар. назар аударыңыздар",stray_animals,medium,Управление ветеринарии / отлов безнадзорных животных,27000,7,Сарыаркинский,kk
"На улице Сарыарка агрессивная собака покусала прохожего, доставляет неудобства",stray_animals,medium,Управление ветеринарии / отлов безнадзорных животных,16000,2,Байконырский,ru
"Нуринский ауданында жолда көп үлкен шұңқыр бар, төтенше жағдай",pothole,critical,Управление пассажирского транспорта и автодорог (Дорожный комитет),467000,8,Нуринский,kk
"На улице Сыганак отключили свет во всём доме, по свей улице. мелочь, но всё же",power_outage,low,АО «Астанаэнергосбыт» / городские электросети (АРЭК),540000,2,Сарыаркинский,ru
"абая көшесінде аялдама маңында ортақ жерде заңсыз нысан салынуда, назар аударыңыздар",illegal_construction,medium,Управление архитектуры и градостроительства (ГАСК),741000,90,Байконырский,kk
"В Сарыаркинский районе возле рынка «Артём» незаконно строят объект на земле общего пользования, нужно срочно",illegal_construction,high,Управление архитектуры и градостроительства (ГАСК),469000,27,Сарыаркинский,ru
"автобус №22 на улице кенесары возле школы №25 не ходит по расписанию, уже писали в e-otinish. прошу обратить внимание",public_transport,medium,Управление пассажирского транспорта,65000,22,Алматинский,ru
"On Сарыарка street two vehicles collided, the road is blocked, please pay attention",traffic_accident,medium,Департамент полиции (ДПС) + Скорая помощь 103,90000,1,Нуринский,en
"На улице Республики отключили горячую воду на 18 дней, не срочно, но раздражает",heating_utilities,low,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,230000,6,Сарыаркинский,ru
"On Туркестан street trees untrimmed, lawn overgrown, in one spot. please pay attention",park_landscaping,medium,Управление благоустройства и озеленения,177000,16,Нуринский,en
"На улице Е10 образовалась стихийная свалка, в одном месте. уже писали в e-Otinish",garbage,medium,Управление благоустройства г. Астаны (Тазалық),18000,3,Нуринский,ru
"на улице хусейна бижанова заблокировали выезд из двора припаркованной машиной, хотелось бы решить этот вопрос",parking_violation,medium,Местная полицейская служба / служба эвакуации,28000,2,Алматинский,ru
"на улице алихана боккейхана постоянные перебои с электричеством, помогите пожалуйста",power_outage,high,АО «Астанаэнергосбыт» / городские электросети (АРЭК),94000,0,Нуринский,ru
"Достык көшесінде лифтте қалып қойдық, назар аударыңыздар Бәріне бәрібір сияқты.",elevator,medium,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),139000,4,Нуринский,kk
"On Орынбор street street lamps are out for a week, please take action",streetlight,medium,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,40000,2,Есильский,en
"в есильский р-не нет пандуса для колясок и инвалидов, фото прилагаю",other,medium,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",67000,4,Есильский,ru
"В Нуринский районе соседи шумят по ночам, невозможно спать. когда будет возможность, посмотрите",noise,low,Департамент полиции г. Астаны,2000,1,Нуринский,ru
"In Есильский district near the clinic a strong smell of gas in the entrance, no one responds. needs immediate action",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,53000,0,Есильский,en
"Нуринский ауданында подъезде газ иісі шығып тұр, өте қауіпті, бұл өте қауіпті",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,102000,0,Нуринский,kk
"On Достык street a passer-by was mugged, phone and bag stolen, urgent, there is a threat to life",crime,critical,Департамент полиции г. Астаны (102),92000,12,Сарыаркинский,en
"На улице Туран нет дорожного знака, водители путаются, соседи подтвердят",other,critical,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",155000,5,Есильский,ru
"Алматинский ауданында жолда бірнеше үлкен шұңқыр бар, мүмкіндік болса қараңыздар Бәріне бәрібір сияқты.",pothole,low,Управление пассажирского транспорта и автодорог (Дорожный комитет),224000,9,Алматинский,kk
"On Алихана Бокейхана street multiple street lamps are out for a week, already filed on e-Otinish",streetlight,low,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,72000,4,Нуринский,en
"Алматинский ауданында аула шығуын көлікпен бөгеп қойды, шұғыл емес, бірақ мазалайды",parking_violation,low,Местная полицейская служба / служба эвакуации,9000,1,Алматинский,kk
"Кабанбай батыра көшесінде жол бұзылған, көп шұңқыр, көліктер зақымдалуда. қолайсыздық туғызып тұр",pothole,medium,Управление пассажирского транспорта и автодорог (Дорожный комитет),369000,12,Алматинский,kk
"детская площадка на улице туран в аварийном состоянии, сколько можно терпеть",park_landscaping,high,Управление благоустройства и озеленения,594000,25,Нуринский,ru
"on жанибека и керея street a pack of dogs near the school, scary for the children, fix it when possible",stray_animals,low,Управление ветеринарии / отлов безнадзорных животных,56000,9,Алматинский,en
"на улице республики провал асфальта, колесо рпобил, просьба разобраться",pothole,medium,Управление пассажирского транспорта и автодорог (Дорожный комитет),117000,7,Байконырский,ru
"в алматинский районе лифт не работает уже 9 дней, так уже давно. по возможности устраните",elevator,low,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),128000,3,Алматинский,ru
"В Байконырский районе люк на тротуаре открыт, можно провалиться, хотелось бы решить этот вопрос",other,medium,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",72000,6,Байконырский,ru
"In Нуринский district near the market neighbours are noisy at night, can't sleep. fix it when possible",noise,low,Департамент полиции г. Астаны,2000,1,Нуринский,en
"На ул. Сейфуллина тротуар покрыт льдом, гололёд, люди падают, обращались уже не раз. ситуация серьёзная, прошу срочно решить",snow_ice,high,Управление благоустройства / Дорожный комитет (очистка снега и наледи),25000,1,Нуринский,ru
на ул. достык возле остановки громкая музыка из кафе до утра. так уже давно,noise,medium,Департамент полиции г. Астаны,2000,0,Нуринский,ru
"On Туркестан street hot water cut off for 99 days, it causes inconvenience Apparently nobody cares.",heating_utilities,medium,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,837000,13,Нуринский,en
"на улице кенесары возле школы №25 пожар в квартире на 82 этаже, уже писали в e-otinish. опасно для детей",fire,critical,ДЧС г. Астаны — Пожарная служба (101),2349000,1,Сарыаркинский,ru
"жаинбека и керея көшесінде емхана маңында қар 59 күн тазаланбайды, өтуге болмайды, тұрғындар шағымдануда. бұл өте қауіпті",snow_ice,critical,Управление благоустройства / Дорожный комитет (очистка снега и наледи),74000,1,Байконырский,kk
"On Достык street hot water cut off for 64 days, this is already dangerous",heating_utilities,high,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,610000,7,Нуринский,en
"На улце Сейфуллина возле рынка «Артём» горит здание, в одном месте дыма, люди в опасности, это очень опасно",fire,critical,ДЧС г. Астаны — Пожарная служба (101),1720000,1,Байконырский,ru
"самострой на ул. сейфуллина возле остановки, перекрыли проход, никто не реагирует",illegal_construction,high,Управление архитектуры и градостроительства (ГАСК),821000,16,Алматинский,ru
"Орынбор көшесінде аялдама маңында қар 86 күн тазаланбайды, өтуге болмайды, өтінемін қарастырыңыз. тұрғындарға қаер бар",snow_ice,high,Управление благоустройства / Дорожный комитет (очистка снега и наледи),127000,2,Нуринский,kk
"На улице Кабанбай батыра возле остановки сломан светофор на перекрёстке, никто не реагирует. мелочь, но всё же",other,low,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",59000,13,Нуринский,ru
"В Нуринский районе постоянно повторяется громкая музыка из кафе до утра. скоьлко можно терпеть Видимо, это никому не нужно.",noise,low,Департамент полиции г. Астаны,2000,1,Нуринский,ru
"Самострой В Сарыаркинский р-н возле детской площадки, перекрыли проход, так уже давно",illegal_construction,medium,Управление архитектуры и градостроительства (ГАСК),1046000,26,Сарыаркинский,ru
"На улице Сарыарка возле ТЦ «Хан Шатыр» нет пандуса для колясок и инвалидов, помогите пожалуйста",other,high,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",110000,3,Сарыаркинский,ru
"Нуринский ауданында кәріз ауласын су басты, өтінемін қарасытрыңыз. балаларға қауіптті",water_sewage,critical,ГКП «Астана су арнасы» (Водоканал),536000,2,Нуринский,kk
"On Кабанбай батыра street a passer-by was mugged, phone andd bag stolen, this is very dangerous",crime,critical,Департамент полиции г. Астаны (102),96000,12,Алматинский,en
"Байконырский ауданында мектеп маңында ит үйірі, балалар үшін қорқынышты, шұғыл емес, бірақ мазалайды",stray_animals,low,Управление ветеринарии / отлов безнадзорных животных,22000,3,Байконырский,kk
"In Сарыаркинский district a parked car is blocking the courtyard exit, residents are uncomfortable",parking_violation,medium,Местная полицейская служба / служба эвакуации,9000,1,Сарыаркинский,en
"Байконырский ауданында аурухнаа маңында қаңғыбас иттер қоқыс шашып жүр, бүкіл аула зардап шегуде",stray_animals,high,Управление ветеринарии / отлов безнадзорных животных,68000,5,Байконырский,kk
"На улице Жанибека и Керея ведётся стройка без разрешения, просьба разобраться. очень опасный участок",illegal_construction,high,Управление архитектуры и градостроительства (ГАСК),1258000,52,Алматинский,ru
"На ул. Кабанбай батыра возле остановки нет электричества уже 10 часов, соседи подтвердят. ситуация серьёзная, прошу срочно решить",power_outage,high,АО «Астанаэнергосбыт» / городские электросети (АРЭК),475000,1,Алматинский,ru
"in сарыаркинский district the gas pipe is damaged, gas is leaking, this is already dangerous",gas_leak,high,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,155000,0,Сарыаркинский,en
"Богенбай батыра көшсінде баланың жағдайы наашр, жедел жәрдем шақырыңыз, бұл өте қауіпті",medical_emergency,critical,Станция скорой медицинской помощи (103),7000,0,Есильский,kk
"В Нуринский районе прорвало трубу, вода хлещет, сколько можно терпеть. очень опасный участок",water_sewage,high,ГКП «Астана су арнасы» (Водоканал),654000,2,Нуринский,ru
"on орынбор street near the kindergarten the sidewalk is covered in ice, people are slipping, a real threat to residents",snow_ice,high,Управление благоустройства / Дорожный комитет (очистка снега и наледи),38000,1,Есильский,en
"Достык көшесінде асфальт ойылған, өтінмін қарастырыңыз",pothole,high,Управление пассажирского транспорта и автодорог (Дорожный комитет),116000,5,Байконырский,kk
"На улице Тлендиева обокрали машину, разбили стекло, украли магнитолу, видео есть. прошу обратить внимание Ну конечно, всем всё равно.",crime,medium,Департамент полиции г. Астаны (102),70000,4,Есильский,ru
"Сильное задымление На улице Жубанова, пахнет гарью, помогите пожалуйста. очень опасный участок",fire,high,ДЧС г. Астаны — Пожарная служба (101),1932000,2,Нуринский,ru
"On Сейфуллина street a gas leak, it smells of gas, afraid of explosion, needs immediate action",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,87000,1,Нуринский,en
"On Республики street a pack of dogs near the school, scary for the children, fix it when possible Apparently nobody cares.",stray_animals,low,Управление ветеринарии / отлов безнадзорных животных,21000,5,Алматинский,en
"На улице Е10 сильный запах газа в подъезде, просьба разобраться. требуется немедленно вмешаться",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,160000,0,Сарыаркинский,ru
"Хусейна Бижанова көшесінде пәтерде өрт шықты, көмектесіңіздерші. өмірге қауіп бар, шұғыл",fire,critical,ДЧС г. Астаны — Пожарная служба (101),1171000,1,Алматинский,kk
"на улице сарайшык возле детской площадки нет холодной воды в доме уже 85 дней, уже писали в e-otinish. может случиться пожар",water_sewage,critical,ГКП «Астана су арнасы» (Водоканал),547000,2,Есильский,ru
"В Нуринский районе загорелся автомобиль, огонь распространяется, ситуация чрезвычайная",fire,critical,ДЧС г. Астаны — Пожарная служба (101),1387000,0,Нуринский,ru
"На улице Кенесары возводят здание вплотную к домам, нарушены нормы. люди в опасности",illegal_construction,critical,Управление архитектуры и градостроительства (ГАСК),988000,20,Нуринский,ru
"Сауран көшесінде кәріз ауласын су басты, қашанға дейін шыдау керек. қолайсыздық туғызып тұр Әрине, әдеттегідей ешкім қам жемейді.",water_sewage,medium,ГКП «Астана су арнасы» (Водоканал),199000,3,Есильский,kk
"In Есильский district an aggressive dog biit a passer-by, fix it when possible Apparently nobody cares.",stray_animals,low,Управление ветеринарии / отлов безнадзорных животных,32000,7,Есильский,en
"В Алматинский районе агрессивная собака покусала прохожего, мелочь, но всё же",stray_animals,low,Управление ветеринарии / отлов безнадзорных животных,19000,9,Алматинский,ru
"On Иманова street near the bus stop an aggressive dog bit a passer-by, aa minor issue, but still Apparently nobody cares.",stray_animals,low,Управление ветеринарии / отлов безнадзорных животных,22000,6,Нуринский,en
"Утечка воды На улице Сарыарка,, дорогу рамзывает. очень опасный участок",water_sewage,high,ГКП «Астана су арнасы» (Водоканал),251000,2,Байконырский,ru
"On Мангилик Ел street near the hospital hot water cut off for 76 days, the situation is serious, please fix urgently",heating_utilities,high,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,432000,4,Нуринский,en
"A car crash at In Есильский district, cars collided, the whole yard suffers. this is already dangeruos",traffic_accident,high,Департамент полиции (ДПС) + Скорая помощь 103,183000,1,Есильский,en
"On Кабанбай батыра street a building is on fire, in one spot smoke, people in danger, this is very dangerous",fire,critical,ДЧС г. Астаны — Пожарная служба (101),1393000,1,Сарыаркинский,en
"Туркестан көшесінде лифт 49 күннен бері істемейді, бүкіл аула зардапп шегуде. шұғыл емес, бірақ мазалайды Бәріне бәрібір сияқты.",elevator,low,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),208000,5,Алматинский,kk
"on сауран stret no heating in the building, it's cold inside, please look into it. this is already danerous",heating_utilities,high,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,441000,6,Байконырский,en
"In Есильский disrtict hot water cut off for 37 days, needs immediate action",heating_utilities,critical,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,199000,4,Есильский,en
"Автобус №45 В Сарыаркинский районе возле школы №25 не ходит по расписанию, так уже давно. ситуация серьёзная, прошу срочно решить",public_transport,high,Управление пассажирского транспорта,103000,2,Сарыаркинский,ru
