text,category,urgency,department,cost_kzt,resolution_days,location_district,language
"On Кабанбай батыра street illegal building on public land, please pay attention",illegal_construction,medium,Управление архитектуры и градостроительства (ГАСК),2101000,56,Сарыаркинский,en
"на улице сыганак автобусы переполнены,, водители грубят. фото прилагаю",public_transport,medium,Управление пассажирского транспорта,107000,13,Нуринский,ru
"В Алматинский районе бегают бездомные собаки,, кидаются на людей, это продолжается неделями. не рсончо, но раздражает",stray_animals,low,Управление ветеринарии / отлов безнадзорных животных,6000,5,Алматинский,ru
"In Есильский district repeatedly garbage is not collected, already filed on e-Otinish. residents are uncomfortable",garbage,medium,Управление благоустройства г. Астаны (Тазалық),60000,2,Есильский,en
"на улице сарыарка возле тц «хан шатыр» нет отопления в доме, в квартире холодно, помогите пожалуйста. когда будет возможность, посмотрите",heating_utilities,low,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,437000,8,Нуринский,ru
"Акжол көшесінде аялдама маңында лифтте қалып қойдық, жағдай ауыр, шұғыл шешу керек",elevator,high,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),396000,4,Байконырский,kk
"Стройка На улице Сарайшык возле перекрёстка шумит рано утром, жителям некомфортно",noise,medium,Департамент полиции г. Астаны,0,0,Сарыаркинский,ru
"В Есильский р-не плохое благоустройство, дорожки разбиты, ситуация серьёзная, прошу срочно решить",park_landscaping,high,Управление благоустройства и озеленения,713000,17,Есильский,ru
"На улице Тлендиева женщине плохо с ердцем, нужна неотложка, звонили в 109, без толку. уже произошла авария",medical_emergency,critical,Станция скорой медицинской помощи (103),12000,0,Есильский,ru
"on достык street a woman has chest pain, send an ambulance, please look into it. people are in danger",medical_emergency,critical,Станция скорой медицинской помощи (103),22000,0,Нуринский,en
"In Есильский district the elevator asn't worked for 75 days, it's been like this for a while. it causes inconvenience Thanks for doing nothing, as always.",elevator,medium,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),180000,8,Есильский,en
"On Бейбитшилик street a passer-by was mugged, phone and bag sttolen, a real threat to residents",crime,high,Департамент полиции г. Астаны (102),16000,8,Алматинский,en
"Broken road In Нуринский district near the bus stop, potholes damaging cars. a real threat to residents",pothole,high,Управление пассажирского транспорта и автодорог (Дорожный комитет),258000,10,Нуринский,en
"In Алматинский district the elevator is broken, hard for elderly residents, the whole yard suffers",elevator,high,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),347000,3,Алматинский,en
"Есильский ауданында балабақша маңында қарт кісі көшеде құлап қалды, қозғалмайды, балаларға қауіпті",medical_emergency,critical,Станция скорой медицинской помощи (103),7000,0,Есильский,kk
"on кошкарбаева street the pipe burst and flooded the whole yard, photo attached. it causes inconvenience",water_sewage,medium,ГКП «Астана су арнасы» (Водоканал),257000,2,Есильский,en
"на улице туркестан возле университета избили человека во дворе, нужна полиция, мелочь, но всё же",crime,low,Департамент полиции г. Астаны (102),115000,6,Нуринский,ru
"On Хусейна Бижанова street a person collapsed, unconscious, need an ambulance now, not urgent but aanonying",medical_emergency,low,Станция скорой медицинской помощи (103),3000,1,Есильский,en
"сарыаркинский ауданында аула шығуын көлікпен бөгеп қойды, қоолайсыздқы туғызып тұр",parking_violation,medium,Местная полицейская служба / служба эвакуации,20000,2,Сарыаркинский,kk
"В Нуринский районе возле детской площадки утечка газа, пахнет газом, боюсь взрыва, требуется немедленно вмешаться",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,509000,0,Нуринский,ru
"сейфуллина көшесінде аялдама маңында үйде 37 күн суық су жоқ, 109-ға қоңырау шалдық, нәтиже жоқ. бұл қауіпті",water_sewage,high,ГКП «Астана су арнасы» (Водоканал),249000,2,Нуринский,kk
"На улице Сарыарка возле ЖД вокзала постоянно повторяется машины стоят на газоне, доставляет неудобства",parking_violation,medium,Местная полицейская служба / служба эвакуации,13000,2,Байконырский,ru
"on сарыарка street near the market a strong smell of gas in the entrance, residents are complaining. an accident already happened",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,156000,0,Есильский,en
"in алматинский district several street lamps are out for a week, this is outrageous",streetlight,high,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,84000,2,Алматинский,en
"На улице Сейфуллина возле роддома сильный запах газа в подъезде, звонили в 109, без толку. уже произошла авария",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,136000,0,Есильский,ru
"на улице сыганак лифт не работает уже 36 дней, уже писали в e-otinish. это уже опасно",elevator,high,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),313000,7,Нуринский,ru
"В Байконырский районе возле детской площадки постоянные перебои с электричеством, обращались уже не раз",power_outage,critical,АО «Астанаэнергосбыт» / городские электросети (АРЭК),338000,1,Байконырский,ru
"In Нуринский district the elevator hasn't worked for 62 days, residents are complining. please pay attention",elevator,medium,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),626000,5,Нуринский,en
"На улице Кенесары незаконно строят объект на земле общего пользования, когда будет возможность, посмотрите",illegal_construction,low,Управление архитектуры и градостроительства (ГАСК),460000,20,Байконырский,ru
"на улице орынбор произошло убийство, нашли тело, по возможности устраните Видимо, это никому не нужно.",crime,low,Департамент полиции г. Астаны (102),13000,12,Есильский,ru
Хусейна Бижанова көшесінде балабақша маңында кафеден қатты музыка таңға дейін. өтінемін қарастырыңыз,noise,medium,Департамент полиции г. Астаны,2000,0,Алматинский,kk
"в байконыырский районе ребёнок задыхается, помогит,е вызовите скорую, это очень опасно",medical_emergency,critical,Станция скорой медицинской помощи (103),17000,0,Байконырский,ru
"ан перекрёстке на ул. сыганак произошло дтп, машины столкнулись, прошу принять меры. уже произошла авария",traffic_accident,critical,Департамент полиции (ДПС) + Скорая помощь 103,311000,1,Есильский,ru
"Туркестан көшесінде балабақша маңында үйде 72 күн суық су жоқ, шара қолданыңыз. апат болды",water_sewage,critical,ГКП «Астана су арнасы» (Водоканал),343000,1,Алматинский,kk
"На перекрёстке На улице Богенбай батыра произшло ДТП, взеде вдоль дороги машины столкнулись, звонили в 109, без толку. нужно срочно",traffic_accident,high,Департамент полиции (ДПС) + Скорая помощь 103,395000,0,Алматинский,ru
"on кенесары street hot water cut off for 41 days, it causes inconvenience",heating_utilities,medium,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,890000,15,Нуринский,en
"Иманова көшесінде әтерде өрт шықты, өтінеін қарастырыңыз. жағдай ауыр, шұғыл шешу керек",fire,high,ДЧС г. Астаны — Пожарная служба (101),976000,1,Сарыаркинский,kk
"В Сарыаркинский р-не человеку плохо, без сознания, срочно нужна скорая, люди в опасности",medical_emergency,critical,Станция скорой медицинской помощи (103),23000,1,Сарыаркинский,ru
"На улице Алихана Бокейхана стая собак возле школы, страшно за детей, доставляет неудобства",stray_animals,medium,Управление ветеринарии / отлов безнадзорных животных,34000,8,Нуринский,ru
На улице Туран повсюду громкая музыка из кафе до утра. фото прилагаю,noise,medium,Департамент полиции г. Астаны,5000,0,Байконырский,ru
"In Алматинский district no heating in the building, it's cold inside, we called 109, no result. urgent, there is a threat to life",heating_utilities,critical,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,737000,5,Алматинский,en
"В Сарыаркинский районе возле школы №25 ограбление прохожего, отобрали телефон и сумку, может случиться пожар",crime,critical,Департамент полиции г. Астаны (102),230000,6,Сарыаркинский,ru
"На улице Богенбай батыра нет отопления в доме, в квартире холодно, видео есть. это уже опасно",heating_utilities,high,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,1147000,12,Алматинский,ru
"на улице хусейна бижанова возле перекрёстка пожилой мужчина упал на улице, не двигается, ситуация серьёзная, прошу срочно решить",medical_emergency,high,Станция скорой медицинской помощи (103),11000,1,Сарыаркинский,ru
"Дорожное покрытие На улице Республики возле перекрёстка в ужасном состоянии, ям. хотелоось бы решить этот вопрос Спасибо, что как всегда ничего не делается.",pothole,medium,Управление пассажирского транспорта и автодорог (Дорожный комитет),262000,6,Алматинский,ru
"на ул. мангилик ел стая собак возле школы, страшно за детей, хотелось бы решить этот вопрос",stray_animals,medium,Управление ветеринарии / отлов безнадзорных животных,68000,8,Есильский,ru
"Туран көшесінде №25 мектеп маңында ғимарат өртеніп жатыр, адамдар қауіпте, апат болды",fire,critical,ДЧС г. Астаны — Пожарная служба (101),1804000,1,Алматинский,kk
"На улице Жубанова возле рынка «Артём» нет дорожного знака, водители путаются, фото прилагаю",other,medium,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",41000,8,Есильский,ru
"In Сарыаркинский district near the kindergarten there is a big pothole, we called 109, no result. please pay attention",pothole,medium,Управление пассажирского транспорта и автодорог (Дорожный комитет),208000,4,Сарыаркинский,en
"74-автобус Туран көшесінде балабақша маңында кестемен жүрмейді, 109-ға қңырау шалдық, нәтиже жоқ. назар аударыңыздар",public_transport,medium,Управление пассажирского транспорта,121000,11,Байконырский,kk
"сыганак көшесінде подъезде газ иісі шығып тұр, өте қауіпті, төтенше жағдай",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,135000,0,Есильский,kk
"Алматински йауданында қоқыс шығарылмайды, суреті бар. шұғыл емес, бірақ мазалайды Әрине, әдеттегідей ешкім қам жемейді.",garbage,low,Управление благоустройства г. Астаны (Тазалық),40000,3,Алматинский,kk
"В Нуринский р-не возле перекрёстка авария на теплотрассе, в одном месте домов без тепла. нужно срочно",heating_utilities,high,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,136000,8,Нуринский,ru
"Орынбор көшесінде лифт бұзылған, қарттарға ауыр, бұл қауіпті",elevator,high,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),61000,4,Байконырский,kk
"Абая көшесінде көршілер түнде шулайды, ұйықтау мүмкін емес. шұғыл емес, бірақ мазалайды",noise,low,Департамент полиции г. Астаны,3000,0,Сарыаркинский,kk
"On Тлендиева street near the hospital neighbours are noisy at night, can't sleep. this is already dangerous",noise,high,Департамент полиции г. Астаны,2000,0,Алматинский,en
"Байконырский ауданында қоқыс шығарылмайды, 109-ға қоңырау шалдық, нәтиже жоқ. тұрғындарға қатер бар",garbage,high,Управление благоустройства г. Астаны (Тазалық),55000,1,Байконырский,kk
"On Республики street the bus stop is in bad condition, no shelter, a real thret to residents",public_transport,high,Управление пассажирского транспорта,145000,11,Сарыаркинский,en
"На улице Жанибека и Керея прроыв водопроводной трубы, несколько вода тчёт. очень опасный участок",water_sewage,high,ГКП «Астана су арнасы» (Водоканал),720000,2,Байконырский,ru
"На перекрёстке На улице Кабанбай батыра возле ЖД вокзала произошло ДТП, машины столкнулись, просьба разобраться. ситуация серьёзная, прошу срочно решить",traffic_accident,high,Департамент полиции (ДПС) + Скорая помощь 103,36000,1,Есильский,ru
"В Нуринский районе возле школы №25 снег не чистят 36 дней, дорога непроходима, это уже опасно",snow_ice,high,Управление благоустройства / Дорожный комитет (очистка снега и наледи),223000,1,Нуринский,ru
"Достык көшсіне түнде дүкенді тонап кетті, суреті бар. тұрғындарға қатер бар",crime,high,Департамент полиции г. Астаны (102),89000,4,Сарыаркинский,kk
"В Байконырский районе пожар в квартире на 50 этаже, уже писали в e-Otinish. может случиться пожар",fire,critical,ДЧС г. Астаны — Пожарная служба (101),1766000,1,Байконырский,ru
"Overflowing bins In Есильскиий district, terrible smell. residents are uncomfortable",garbage,medium,Управление благоустройства г. Астаны (Тазалық),30000,3,Есильский,en
"на улице тлендиева стая собак возле школы, страшно за детей, по возможности устраните Спасибо, что как всегда ничего не делается.",stray_animals,low,Управление ветеринарии / отлов безнадзорных животных,35000,9,Нуринский,ru
"На улице Тлендиева заблокировали выезд из двора припаркованной машиной, прошу обратить внимание",parking_violation,medium,Местная полицейская служба / служба эвакуации,36000,2,Нуринский,ru
"на улице хусейна бижанова заблокировали выезд из двора припаркованной машиной, хотелось бы решить этот вопрос",parking_violation,medium,Местная полицейская служба / служба эвакуации,28000,2,Алматинский,ru
"сарыаркинский ауданында кәріз ауласын су басты, көмектесіңіздерші. қолаайсыздық туғызып тұр",water_sewage,medium,ГКП «Астана су арнасы» (Водоканал),501000,2,Сарыаркинский,kk
"На улице Орынбор стая собак возле школы, страшно за детей, мелочь, но всё же Ну конечно, всем всё равно.",stray_animals,low,Управление ветеринарии / отлов безнадзорных животных,33000,11,Сарыаркинский,ru
"маршрут №34 на улице богенбай батыра отменили, людям не доехать. угроза для жителей",public_transport,high,Управление пассажирского транспорта,70000,12,Сарыаркинский,ru
"Машна врезалась в столб На улице Жубанова возле детского сада «Балапан», есть пострадавшие, хотелось бы решить этот вопрос",traffic_accident,medium,Департамент полиции (ДПС) + Скорая помощь 103,352000,1,Сарыаркинский,ru
В Есильсккий районе в одном месте громкая музыа из кафе до утра. никто не реагирует,noise,high,Департамент полиции г. Астаны,1000,0,Есильский,ru
"Е10 көшесінде қар 81 күн тазаланбайды, өтуге болмайды, қашанға дейін шыдау керек. шұғыл емес, бірақ мазалайды",snow_ice,low,Управление благоустройства / Дорожный комитет (очистка снега и наледи),173000,2,Нуринский,kk
"Дорожное покрытие В Алматинский районе возле детской площадки в ужасном состоянии, регулярно ям. очень опасный участок",pothole,high,Управление пассажирского транспорта и автодорог (Дорожный комитет),522000,9,Алматинский,ru
"on акжол street the whole building lost power, multiple. this is very dangerous",power_outage,critical,АО «Астанаэнергосбыт» / городские электросети (АРЭК),435000,0,Сарыаркинский,en
"В Байконырский районе возле поликлиники №4 в парке сломаны скамейки и качели, это безобразие. очеень опаснный участок",park_landscaping,high,Управление благоустройства и озеленения,736000,17,Байконырский,ru
"На улице Жанибека и Керея ведётся стройка без разрешения, зовнили в 109, без толку. нужно срочно",illegal_construction,high,Управление архитектуры и градостроительства (ГАСК),1961000,22,Байконырский,ru
"On Туран street stray dogs roaming, constantly recurring, attacking people, please help. not urgent but annoying",stray_animals,low,Управление ветеринарии / отлов безнадзорных животных,56000,14,Сарыаркинский,en
"На улице Кабанбай батыра мотоциклист попал в аварию, нужна помощь, очень опасный участок",traffic_accident,high,Департамент полиции (ДПС) + Скорая помощь 103,358000,1,Нуринский,ru
"Жанибека и Керея көшесінде 90 сағаттан бері электр жоқ, көптен бері осылай. төтенше жағдай",power_outage,critical,АО «Астанаэнергосбыт» / городские электросети (АРЭК),428000,1,Байконырский,kk
"in сарыаркинский district the gas pipe is damaged, gas is leaking, this is already dangerous",gas_leak,high,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,155000,0,Сарыаркинский,en
"On Бейбитшилик street trees untrimmed, lawn overgrown. fix it when possible",park_landscaping,low,Управление благоустройства и озеленения,280000,10,Есильский,en
"On Достык street there is a big pothole, no one responds. please pay attention",pothole,medium,Управление пассажирского транспорта и автодорог (Дорожный комитет),317000,6,Байконырский,en
"На улице Орынбор люк на тротуаре открыт, можно провалиться, доставляет неудобства",other,medium,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",47000,8,Сарыаркинский,ru
"Кабанбай батыра көшесінде екі көлік соқтығысып, жол бітеліпп қалды, апат болды",traffic_accident,critical,Департамент полиции (ДПС) + Скорая помощь 103,663000,1,Сарыаркинский,kk
"На ул. Алихана Бокейхана постоянно повторяется мусор не вывоят, акимат бездействует. мелочь, но всё же",garbage,low,Управление благоустройства г. Астаны (Тазалық),67000,2,Нуринский,ru
"В Сарыаркинский р-не машины стоят на газоне, нужно срочно",parking_violation,high,Местная полицейская служба / служба эвакуации,10000,1,Сарыаркинский,ru
"Переполненные баки На улице Орынбор, ужасный запах. прошу обратить внимание Ну конечно, всем всё равно.",garbage,medium,Управление благоустройства г. Астаны (Тазалық),38000,2,Есильский,ru
"in есильский district a parked car is blocking the courtyar exit, not urgent but annoyign",parking_violation,low,Местная полицейская служба / служба эвакуации,13000,2,Есильский,en
"Утечка воды На улице Сауран возле городской больницы, постоянно повторяется, дорогу размывает. это очень опасно",water_sewage,critical,ГКП «Астана су арнасы» (Водоканал),830000,2,Алматинский,ru
"On Сарыарка street two vehicles collided, the road is blocked, please pay attention",traffic_accident,medium,Департамент полиции (ДПС) + Скорая помощь 103,90000,1,Нуринский,en
"в есильский районе возле университета пожилой мужчина упал на улице, не двигается, срочно, есть угроза для жизни",medical_emergency,critical,Станция скорой медицинской помощи (103),4000,0,Есильский,ru
"На улице Кенесары в парке сломаны скамейки и качели, это продолжается неделями. жителям некомфортно Ну конечно, всем всё равно.",park_landscaping,medium,Управление благоустройства и озеленения,300000,13,Байконырский,ru
"Автобус №90 На улице Алихана Бокейхана не ходит по расписанию, звонили в 109, без толку. когда будет возможность, посмотрите",public_transport,low,Управление пассажирского транспорта,116000,12,Байконырский,ru
"В Сарыаркинский р-не перегорело уличное освещение, ничего не видно ночью. очень опасный участок",streetlight,high,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,79000,3,Сарыаркинский,ru
"Контейнеры На улице Абая возле городской больницы переполнены, мусор валяется на земле. мелочь, но всё же",garbage,low,Управление благоустройства г. Астаны (Тазалық),37000,3,Алматинский,ru
"In Сарыаркинский district there is in one spot a big pothole, photo attachhed. it causes inconvenience",pothole,medium,Управление пассажирского транспорта и автодорог (Дорожный комитет),289000,7,Сарыаркинский,en
"в нуринский р-не плохое благоустройство, дорожки разбииты, хотелось бы решить этот вопрос",park_landscaping,medium,Управление благоустройства и озеленения,522000,29,Нуринский,ru
"Детская площадкка В Алматинский р-не в аварийном состоянии, соседи подтвердят",park_landscaping,low,Управление благоустройства и озеленения,234000,12,Алматинский,ru
"Жубанова көшесінде жол апаты болды, бүкіл аудан зардап шегуде көлік соқтығысты, өтінемін қарастырыңы.з бұл өте қауіпті",traffic_accident,critical,Департамент полиции (ДПС) + Скорая помощь 103,433000,1,Есильский,kk
"на улице сауран отключили горячую воду на 27 дней, доставляет неудобства",heating_utilities,medium,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,836000,11,Байконырский,ru
"На улице Богенбай батыра разбитая дорога, уже несколько ямы, машины повреждаются. опасно для детей",pothole,critical,Управление пассажирского транспорта и автодорог (Дорожный комитет),628000,6,Есильский,ru
"Маршут №5 На улице Иманова возле университета отменили, людям не доехать. хотелось бы решить этот вопрос",public_transport,medium,Управление пассажирского транспорта,148000,15,Есильский,ru
"В Сарыаркинский районе плохое благоустройство, дорожки разбиты, прошу обратить внимание",park_landscaping,medium,Управление благоустройства и озеленения,189000,13,Сарыаркинский,ru
"сильное задымлние в нуринский районе возле детского сада «балапан», пахнет гарью, прошу принять меры. люди в опасности",fire,critical,ДЧС г. Астаны — Пожарная служба (101),2500000,2,Нуринский,ru
"Байконырский ауданында қоқыс контейнерлері толып кеткен, иісі шығады. назар аударыңыздар",garbage,medium,Управление благоустройства г. Астаны (Тазалық),43000,3,Байконырский,kk
"Туран көшесінде №25 мектеп маңында тротуар мұзға айналды, адамдар құлап жатыр, төтенше жағдай",snow_ice,critical,Управление благоустройства / Дорожный комитет (очистка снега и наледи),232000,2,Есильский,kk
"На ул. Абая застряли в лифте между этажами, не срочно, но раздражает",elevator,low,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),186000,9,Сарыаркинский,ru
"Маршрут №73 На улице Достык отменили, людям не доехать. по возможности устраните",public_transport,low,Управление пассажирского транспорта,418000,24,Байконырский,ru
"В Байконырский р-не сломан светофор на перекрёстке, акимат бездействует. ситуация серьёзная, прошу срочно решить",other,high,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",329000,7,Байконырский,ru
"В Сарыаркинский районе возле перекрёстка бездомные животные роются в мусоре, соседи подтвердят",stray_animals,low,Управление ветеринарии / отлов безнадзорных животных,48000,4,Сарыаркинский,ru
"Есильский ауданында аялдама маңында үйде 53 күн суық су жоқ, ешкім әрекет етпейді. наар аудаырңыздар",water_sewage,medium,ГКП «Астана су арнасы» (Водоканал),270000,2,Есильский,kk
"Кошкарбаева көшесінде лифтте қалып қойдық, назар аударыңыздар",elevator,medium,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),130000,5,Сарыаркинский,kk
"on бейбитшилик street near the hospital the gas pipe is damaged, gas is leaking, urgent, there is a threat to life",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,145000,0,Нуринский,en
"Хусейна Бижанова көшесінде ортақ жерде заңсыз нысан салынуда, наазр аударыңыздар",illegal_construction,medium,Управление архитектуры и градостроительства (ГАСК),1042000,39,Сарыаркинский,kk
"На улице Туран возле детской площадки фонарей не горят уже неделю, сколько можжно терпеть",streetlight,medium,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,78000,3,Алматинский,ru
"нуринский ауданында балабақша маңында шам жанбай тұр, ешкім әрекет етпейді",streetlight,medium,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,68000,4,Нуринский,kk
"На улице Сейфуллина возле остановки остановка в плохом состяонии, навеса нет, нужно срочно",public_transport,high,Управление пассажирского транспорта,177000,6,Алматинский,ru
"на улице сарайшык возле рынка «артём» ведётся стройка без разрешения, фото прилагаю. доставляет неудобства Спасибо, что как всегда ничего не делается.",illegal_construction,medium,Управление архитектуры и градостроительства (ГАСК),574000,22,Алматинский,ru
"on кошкарбаева street a car is parked on the sidewalk, can't pass with a stroller, the whole yarrd suffers. it causes inconvenience",parking_violation,medium,Местная полицейская служба / служба эвакуации,5000,1,Сарыаркинский,en
"Broken road In Сарыаркинский district, in one spot potholes damaging cars. the situation is serious, please fix urgently",pothole,high,Управление пассажирского транспорта и автодорог (Дорожный комитет),211000,5,Сарыаркинский,en
"Нуринский ауданында аялдама наашар жағдаййда, назар аударыңыздар",public_transport,medium,Управление пассажирского транспорта,101000,8,Нуринский,kk
"Уже месяц В Нуринский р-не огромная выбоина, когда будет возможность, посмотрите",pothole,low,Управление пассажирского транспорта и автодорог (Дорожный комитет),173000,8,Нуринский,ru
"машина врезалсаь в столб на ул. иманова, есть потсрадавшие, угроза для жителей",traffic_accident,high,Департамент полиции (ДПС) + Скорая помощь 103,281000,2,Нуринский,ru
"Достык көшесінде аялдама нашар жағдайда, апат болды",public_transport,critical,Управление пассажирского транспорта,101000,7,Нуринский,kk
"в алматинский районе перегорело уличное освещение, ничего не видно ночью. очень опасный участок",streetlight,high,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,66000,3,Алматинский,ru
"On Достык street construction without a permit, it's been like this for a while. fix it when possible",illegal_construction,low,Управление архитектуры и градостроительства (ГАСК),1749000,23,Байконырский,en
"В Нуринский районе постоянно повторяется громкая музыка из кафе до утра. скоьлко можно терпеть Видимо, это никому не нужно.",noise,low,Департамент полиции г. Астаны,2000,1,Нуринский,ru
"На улице Туркестн возле остановки заблокировали выезд из двора припарковнаной машиной, не срочно, но раздражает",parking_violation,low,Местная полицейская служба / служба эвакуации,15000,1,Алматинский,ru
"On Иманова street a parked car is blocking the courtyard exit, not urgent but annoying",parking_violation,low,Местная полицейская служба / служба эвакуации,5000,1,Есильский,en
"В Нуринский р-не постоянный шум от автомойки, сколько можно терпеть Спасибо, что как всегда ничего не делается.",noise,medium,Департамент полиции г. Астаны,1000,0,Нуринский,ru
"Сейфуллина көшесінде балалар алаңы маңында ағаштар кесілмеген, көгал өсіп кеткен. қолайсыздық туғызып тұр",park_landscaping,medium,Управление благоустройства и озеленения,270000,20,Есильский,kk
"В Есилльский районе возле ЖД вокзала газовая труба повреждена, идёт газ, угроза для жителей",gas_leak,high,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,159000,1,Есильский,ru
"в байконырский р-не возле городской больницы загорелся автомобиль, огонь распространяется, уже произошла авария",fire,critical,ДЧС г. Астаны — Пожарная служба (101),779000,1,Байконырский,ru
"На улице Туран бегают бездомные собаки, по всей улице, кидаются на людей, это продолжается неделями. хотелось бы решить этот вопрос",stray_animals,medium,Управление ветеринарии / отлов безнадзорных животных,79000,11,Нуринский,ru
"В Байконырский районе лифт не работает уже 92 дней, обращались уже не раз. хотелось бы решить этот вопрос",elevator,medium,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),205000,4,Байконырский,ru
"алматинский ауданында су құбыры жарылды, бүкіл аудан зардап шегуде су ағып жатыр. төтенше жағдай",water_sewage,critical,ГКП «Астана су арнасы» (Водоканал),1556000,1,Алматинский,kk
"на улице жанибека и керея автобусы переполнены, повсюду, водители грубят. жители жалуются",public_transport,medium,Управление пассажирского транспорта,172000,28,Байконырский,ru
"Орынбор көшесінде барлық жерде шам жанбай тұр, ешкім әрекет етпейді",streetlight,high,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,88000,3,Нуринский,kk
"On Сейфуллина street near the playground trees untrimmed, lawn overgrown, multiple. the situation is serious, please fix urgently",park_landscaping,high,Управление благоустройства и озеленения,368000,19,Алматинский,en
"On Туркестан street the traffic light at the crossing is broken, residents are complaining. a rela threat to residents",other,high,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",73000,7,Нуринский,en
"In Есильский district near the maret hot water cut off for 90 days, people are in danger",heating_utilities,critical,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,1126000,7,Есильский,en
"На улице Сауран возле детской площадки ребёнок задыхается, помогите, вызовите скорую, может случиться пожар",medical_emergency,critical,Станция скорой медицинской помощи (103),12000,0,Сарыаркинский,ru
"В Есильский районе авария на теплотрассе, регулярно домов без тепла. мелочь, но всё же",heating_utilities,low,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,485000,4,Есильский,ru
"сильное задымление на улице жанибека и керея возле университета, пахнет гарью, видео есть. жителям некомфортно",fire,medium,ДЧС г. Астаны — Пожарная служба (101),2487000,2,Сарыаркинский,ru
"On Кошкарбаева street a water pipe burst, multiple water is flooding. this is already dangerous",water_sewage,high,ГКП «Астана су арнасы» (Водоканал),569000,2,Нуринский,en
"in сарыаркинский district near the playgrounnd illegal building on public land, the situation is serious, please fix urgently",illegal_construction,high,Управление архитектуры и градостроительства (ГАСК),1329000,36,Сарыаркинский,en
"On Акжол street near the playground no electricity for 48 hours, already filed on e-Otinish. please pay attention",power_outage,medium,АО «Астанаэнергосбыт» / городские электросети (АРЭК),91000,1,Есильский,en
"на улице хусейна бижанова возле детской площадки несколько большая яма на дороге, сколько можно терпет.ь уже произошлла авария",pothole,critical,Управление пассажирского транспорта и автодорог (Дорожный комитет),613000,7,Сарыаркинский,ru
